,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
16,01419976,02170,63990747114,1446632980,Matanuska-Susitna Borough,Alaska,76118,2374,44837.0,5437.0,85736,3255,87183,3030,52811.0,2971.0,101742.0,41097.0,56544.0,7293.0,55603.0,36284.0,41667.0,22353.0,84013.0,31963.0,84097.0,9022.0,76951.0,2737.0,64500.0,11627.0,31964,336,4568,317,27396,403,14.3,0.98029688700681,298817541564.891,2494475.01298997,84.0
17,01419977,02180,59490634310,13780758093,Nome Census Area,Alaska,62843,3023,44688.0,25792.0,73309,10961,61471,4229,54250.0,4965.0,,,51058.0,3002.0,48438.0,35872.0,,,,,81442.0,9359.0,105114.0,14044.0,,,2777,132,288,47,2489,124,10.4,1.61909078886362,340534920043.953,6439812.44062598,85.0
18,01419978,02185,230052127559,15551055437,North Slope Borough,Alaska,79083,11750,65491.0,16792.0,94840,7464,70625,21141,54207.0,8729.0,167600.0,112647.0,64083.0,7655.0,88281.0,28518.0,112596.0,48646.0,,,115583.0,47989.0,,,,,1991,226,180,83,1811,188,9.0,4.04047491447643,1865419949127.38,9981177.05331607,86.0
19,01419979,02188,92367472817,12837268666,Northwest Arctic Borough,Alaska,63750,6028,62083.0,51789.0,65556,11603,71467,9151,49605.0,11787.0,79271.0,1750.0,51938.0,4639.0,,,,,,,116250.0,72993.0,135313.0,20307.0,,,1795,76,133,36,1662,79,7.4,1.98088303165069,624389029814.594,6502833.0235668,87.0
20,02516404,02195,7512659846,2385852278,Petersburg Borough,Alaska,68667,4474,34250.0,17541.0,70625,11793,84688,15158,58438.0,16518.0,24107.0,1626.0,34348.0,4754.0,44018.0,19212.0,,,,,65000.0,35562.0,78375.0,9442.0,69347.0,6577.0,1204,96,435,81,769,83,36.1,6.07959432120144,26887574621.6797,1817206.81698986,88.0
21,01419980,02198,13643344240,14612163807,Prince of Wales-Hyder Census Area,Alaska,54018,3164,33333.0,6610.0,72353,8231,57306,5186,46218.0,3584.0,,,46705.0,5726.0,69167.0,5673.0,,,,,49570.0,5721.0,57262.0,6542.0,49719.0,5080.0,2353,87,591,67,1762,98,25.1,2.69173124089904,48274907811.9375,6499032.44044321,89.0
22,01419981,02220,7433415763,5037747536,Sitka City and Borough,Alaska,81708,6571,45817.0,1597.0,85439,6920,89206,4118,66786.0,8122.0,2499.0,,38934.0,9932.0,90893.0,2303.0,,,74167.0,45891.0,59318.0,18199.0,86111.0,3380.0,81250.0,22072.0,3572,128,802,136,2770,155,22.5,3.72141090168044,28281310108.125,2886098.57128034,90.0
23,02339479,02230,1123881121,28784118,Skagway Municipality,Alaska,71875,12021,66250.0,62211.0,82917,7240,81389,12238,,,,,,,,,,,,,,,70208.0,12068.0,97917.0,75006.0,411,82,87,24,324,75,21.2,4.03270628618934,4387456395.92969,349777.617722673,91.0
24,01419983,02240,64312145207,749823085,Southeast Fairbanks Census Area,Alaska,66941,7670,41950.0,29191.0,75625,18665,71750,15416,41769.0,9105.0,21618.0,611.0,30000.0,16528.0,,,,,73750.0,28953.0,,,75583.0,12665.0,59821.0,42949.0,2287,114,265,70,2022,129,11.6,3.00578702151019,334523787096.258,3645602.83445856,92.0
25,02516402,02275,6619997018,2384375227,Wrangell City and Borough,Alaska,58438,8863,32083.0,8226.0,70714,15300,78194,18817,44135.0,8136.0,,,50114.0,9484.0,121250.0,9944.0,,,,,41094.0,27624.0,63468.0,6824.0,,,989,94,197,50,792,104,19.9,4.68774158540357,22529628275.2891,2369786.30792286,94.0
26,01419986,02282,19744203659,3986124692,Yakutat City and Borough,Alaska,59517,4015,,,59107,2957,73333,17470,61250.0,27771.0,,,49125.0,3932.0,110417.0,84724.0,,,66500.0,13574.0,59028.0,355.0,87500.0,10252.0,54750.0,20715.0,221,36,114,37,107,34,51.6,14.4806989031079,81427299893.9453,2592040.02695098,95.0
27,01419987,02290,377038917450,5944775428,Yukon-Koyukuk Census Area,Alaska,41728,4712,53500.0,13870.0,43611,5138,47083,7558,28750.0,6425.0,,,34258.0,3107.0,,,,,,,64375.0,21552.0,63571.0,17630.0,63750.0,22465.0,1857,84,207,45,1650,81,11.1,2.37022374660147,2229514994597.02,9554504.51885829,96.0
28,02804400,02063,24682168359,14538928722,Chugach Census Area,Alaska,90776,11147,78200.0,54496.0,92879,54000,98711,15598,77016.0,20093.0,,,29554.0,23144.0,,,,,49258.0,30279.0,180897.0,22649.0,94189.0,9049.0,68026.0,10431.0,2310,162,438,119,1872,181,19.0,4.97693808023869,107933930878.117,9318242.35575757,3221.0
29,02804401,02066,63952335592,1217429937,Copper River Census Area,Alaska,64745,5978,12174.0,11507.0,68158,21786,80781,22036,40179.0,26476.0,,,63813.0,7261.0,,,,,,,51853.0,21279.0,67604.0,13720.0,,,1063,125,82,31,981,129,7.7,2.77160954354893,292520519428.539,3013505.35190262,3222.0
0,00025441,04001,29003486215,54150732,Apache County,Arizona,33967,2108,20536,16177,36307,4178,35985,3259,30578,4261,,,25319.0,1425.0,51711.0,13017.0,,,52206,30269,60625.0,22988.0,59371,3131,43654,14824,21505,420,955,172,20550,451,4.4,0.79509759357813,43844438231.418,1216638.52236235,97.0
1,00025442,04003,16083178104,17664572,Cochise County,Arizona,51505,1147,34627,9447,54925,4400,61651,4100,43782,2914,54850.0,14487.0,53148.0,14296.0,67250.0,31917.0,69063.0,29370.0,41453,16408,52203.0,6343.0,54193,2661,43008,3330,50917,825,4538,550,46379,981,8.9,1.07049295293903,22395956253.4141,602176.963649984,98.0
2,00025443,04005,48216135399,116631422,Coconino County,Arizona,59000,1900,24358,5635,64802,4158,68032,4311,54764,2612,45011.0,20827.0,43492.0,3193.0,60250.0,26516.0,,,60625,14245,48647.0,5772.0,65995,2574,54243,6007,49016,859,5592,617,43424,953,11.4,1.24279336531563,73716308722.0352,1566141.00116083,99.0
3,00040471,04007,12321426494,97108979,Gila County,Arizona,46907,3169,53625,19054,58276,13617,50480,4968,40931,3171,12571.0,4178.0,35818.0,7426.0,50450.0,20007.0,,,50719,7140,52467.0,19317.0,48118,3364,50027,3679,22523,597,1779,335,20744,609,7.9,1.47255985365416,18030915948.0859,1033026.37415165,100.0
4,00025444,04009,11970605956,47476264,Graham County,Arizona,55693,3071,42212,24031,64962,6338,56445,7688,44969,7284,15776.0,7907.0,34359.0,5960.0,79308.0,34128.0,,,43750,12614,73750.0,26151.0,60485,3694,49534,4327,11348,319,1006,197,10342,326,8.9,1.7180092065526,17108283309.1094,667618.304788406,101.0
5,00042807,04011,4771128170,13746346,Greenlee County,Arizona,66368,2017,68072,6594,66903,4617,72986,6778,38750,14625,68702.0,617.0,74583.0,24957.0,,,,,54038,36214,,,66992,4671,65542,3864,3295,200,118,61,3177,216,3.6,1.83848415543295,6855033074.19922,439803.231068775,102.0
6,00043540,04012,11646049270,36551630,La Paz County,Arizona,34956,5708,25938,8199,41318,12521,41645,11925,30757,8068,60000.0,17068.0,31977.0,15643.0,,,,,34492,2546,33603.0,7803.0,34449,8801,38199,7759,9928,443,530,172,9398,414,5.3,1.71601938516597,16934764594.6211,707026.949450251,103.0
7,00037026,04013,23832530727,62704529,Maricopa County,Arizona,67799,444,41333,1480,71786,765,82036,967,52323,731,50006.0,1503.0,52505.0,2813.0,88484.0,2578.0,70057.0,7175.0,52986,2290,65150.0,2591.0,74856,534,55169,816,1596784,3938,176705,3087,1420079,4787,11.1,0.191390002020188,34338295279.9727,979636.844360573,104.0
8,00025445,04015,34530024782,333401646,Mohave County,Arizona,47686,1355,38976,8147,56317,2599,53262,2572,42011,1506,43165.0,9966.0,42618.0,7392.0,90588.0,42139.0,250001.0,,54471,5291,51195.0,4856.0,46724,1567,53220,3434,90413,1147,7693,657,82720,1258,8.5,0.718603350581334,52999151103.832,1334116.51441101,105.0
9,00042808,04017,25769061034,24125807,Navajo County,Arizona,43140,2357,21944,6113,46360,5018,45042,2826,41042,3281,43147.0,12862.0,32418.0,2118.0,26845.0,1639.0,35938.0,11974.0,33858,6951,39583.0,12796.0,50813,3102,37832,8277,36406,822,3208,410,33198,833,8.8,1.10847431930273,38919541931.7344,1146778.21012485,106.0
10,00025446,04019,23798597680,5112018,Pima County,Arizona,55023,785,29903,1852,58134,1664,66131,1386,50152,1142,44575.0,3220.0,40607.0,2260.0,60061.0,6527.0,36806.0,30749.0,41232,1265,54510.0,2554.0,61329,1124,47472,1331,410942,1914,42856,1498,368086,2376,10.4,0.361277720873246,33263630067.8594,863204.086463762,107.0
11,00025447,04021,13897997152,22344374,Pinal County,Arizona,60968,1223,38346,3713,70768,3348,68369,3108,49314,1751,57808.0,7995.0,38372.0,4530.0,73208.0,15286.0,73158.0,53234.0,46227,8574,73312.0,12939.0,63189,1384,56511,2963,148435,1525,12214,854,136221,1661,8.2,0.56909115444935,19803328007.6523,716097.741439308,108.0
12,00040472,04023,3201853240,3068237,Santa Cruz County,Arizona,41424,2990,28321,2933,42188,8038,52672,4751,32542,4435,,,,,,,,,49655,13613,31311.0,12109.0,51999,5278,37000,4495,16049,355,1905,296,14144,500,11.9,1.8255672313622,4423476988.62109,297944.578239358,109.0
13,00042809,04025,21038142263,11513573,Yavapai County,Arizona,53329,1470,32434,10922,59524,5237,60215,2405,46798,2498,44808.0,9705.0,49844.0,10723.0,67188.0,22574.0,,,47443,9795,52066.0,15915.0,53885,1838,51668,3465,101245,988,12753,985,88492,1300,12.6,0.965091129141241,31143562654.5,899488.509708037,110.0
14,00023901,04027,14280774789,13253159,Yuma County,Arizona,48790,1981,38664,3781,56752,3313,57586,4263,36161,1694,49306.0,7170.0,35300.0,9195.0,59069.0,12096.0,30179.0,5800.0,45403,4302,58467.0,10886.0,51107,1716,46700,2339,74624,1047,4462,534,70162,1228,6.0,0.710652950138254,20273895359.8242,670241.281720239,111.0
0,00063755,05001,2569632248,120698180,Arkansas County,Arkansas,51000,1670,36518.0,13241.0,60515.0,5560.0,51154,2534,36548,8113,26502.0,4165.0,,,,,,,,,9675.0,1853.0,58839,3292,43043.0,21441.0,7416,273,786,155,6630,304,10.6,2.05333599615704,3950978631.90234,409667.375098415,112.0
1,00063756,05003,2397012349,38656004,Ashley County,Arkansas,43601,4608,38497.0,22087.0,53882.0,10411.0,51848,12549,31528,3622,24509.0,4514.0,,,,,,,46250.0,28706.0,,,52266,5097,,,7716,261,424,137,7292,302,5.5,1.76577517156775,3487385296.14453,284839.123480319,113.0
2,00069895,05005,1434660641,84907080,Baxter County,Arkansas,43504,2832,31167.0,4986.0,54014.0,5603.0,46773,6773,39026,3452,,,43750.0,43225.0,96875.0,81841.0,,,,,35625.0,23537.0,43506,2916,39224.0,20382.0,18727,414,1674,255,17053,474,8.9,1.34725441397012,2343508093.90625,266366.070642275,114.0
3,00069896,05007,2195586678,94813527,Benton County,Arkansas,71556,2042,50741.0,4177.0,80545.0,3614.0,82010,2770,51786,1362,64052.0,12671.0,51683.0,15816.0,93663.0,3536.0,50795.0,13068.0,92948.0,29335.0,96080.0,31025.0,72125,2221,60309.0,5250.0,99661,734,10216,819,89445,1040,10.3,0.818310624226583,3536922137.60156,322199.603678228,115.0
4,00069897,05009,1527375340,31797989,Boone County,Arkansas,46392,2981,42669.0,14051.0,51166.0,6333.0,55088,6453,34283,5551,,,,,58472.0,52331.0,,,,,,,46387,2918,48958.0,6092.0,15043,333,1607,262,13436,389,10.7,1.72554510272073,2405893895.32813,210857.124266679,116.0
5,00063757,05011,1681335016,9505606,Bradley County,Arkansas,41808,3774,37222.0,24530.0,45216.0,5545.0,43774,6445,31270,4766,30574.0,6823.0,,,,,,,36250.0,3843.0,,,53878,5719,40469.0,11244.0,4233,225,250,78,3983,219,5.9,1.81572699886903,2436148627.58203,301573.785044412,117.0
6,00063758,05013,1628067881,9885352,Calhoun County,Arkansas,50441,4001,,,50650.0,17179.0,46875,13007,51875,14787,38393.0,17049.0,,,,,,,,,23021.0,16266.0,53929,7216,,,1754,146,99,47,1655,147,5.6,2.63808107904576,2364903643.52344,309939.893827574,118.0
7,00066975,05015,1631531741,22705316,Carroll County,Arkansas,48249,5253,36780.0,11674.0,62490.0,3246.0,50280,8421,36300,7134,,,6644.0,664.0,86274.0,9755.0,,,41595.0,3710.0,56250.0,27985.0,49087,5772,45204.0,8414.0,11079,413,1942,244,9137,466,17.5,2.10319801786288,2554687909.76953,264121.941308875,119.0
8,00069160,05017,1649764677,140413175,Chicot County,Arkansas,33523,2833,,,41182.0,3488.0,40129,8647,29690,2697,24945.0,7256.0,,,140750.0,92838.0,,,,,63598.0,808.0,50872,3658,62835.0,54332.0,4052,186,261,88,3791,207,6.4,2.151545568191,2567590001.83203,338437.617961972,120.0
9,00066845,05019,2242855171,43965580,Clark County,Arkansas,39500,3635,22282.0,5740.0,45014.0,12486.0,60360,8448,34639,5826,24071.0,5150.0,70795.0,58003.0,,,,,38750.0,32804.0,61042.0,45940.0,46598,7506,48167.0,20924.0,8336,347,912,245,7424,390,10.9,2.90356099093502,3339650039.6875,369070.111915,121.0
10,00063759,05021,1655581940,5497697,Clay County,Arkansas,37933,2667,34722.0,5835.0,42222.0,8304.0,48720,6519,32876,3636,,,,,,,,,,,17684.0,7953.0,39530,3103,,,6476,219,756,145,5720,255,11.7,2.20395894509992,2567032100.30078,285845.855770395,122.0
11,00066983,05023,1434747665,98885396,Cleburne County,Arkansas,45563,1620,38808.0,3699.0,49851.0,5023.0,50158,6244,38978,3932,70918.0,62208.0,46115.0,367.0,,,,,,,30094.0,7273.0,46344,2311,37557.0,26557.0,10882,357,1408,229,9474,399,12.9,2.06113754902936,2321213761.97656,197099.337826625,123.0
12,00063760,05025,1548589576,2561701,Cleveland County,Arkansas,46349,5671,,,52125.0,18782.0,59742,7228,24649,11890,21033.0,7298.0,,,,,,,,,,,49660,7106,,,3170,162,239,87,2931,170,7.5,2.71729916774954,2257238213.25391,231430.261948299,124.0
13,00063761,05027,1984098878,1985830,Columbia County,Arkansas,37609,5385,,,45863.0,5083.0,55365,14493,25812,3413,25655.0,2603.0,,,,,,,,,,,46386,4809,40938.0,17940.0,8456,438,730,225,7726,480,8.6,2.62298951859771,2845160714.13281,227384.144433361,125.0
14,00066846,05029,1429458480,37757545,Conway County,Arkansas,44456,3578,65313.0,50508.0,41656.0,4683.0,57366,7636,30677,5970,40340.0,6142.0,41453.0,744.0,,,,,,,26875.0,22570.0,48677,4650,32321.0,25516.0,8491,285,934,200,7557,317,11.0,2.32631864198551,2205684858.46875,255633.041451832,126.0
15,00066847,05031,1831531474,14330185,Craighead County,Arkansas,49730,2148,27485.0,6199.0,52267.0,3376.0,63141,5833,40646,5124,32258.0,3288.0,,,38542.0,28443.0,,,31738.0,11955.0,36210.0,8641.0,54245,2858,39318.0,13687.0,42203,589,5187,608,37016,829,12.3,1.43040769195785,2814166159.75781,250562.058511933,127.0
16,00069161,05033,1541738667,27519858,Crawford County,Arkansas,48980,2459,32659.0,6299.0,55221.0,5254.0,56574,6642,35638,2247,23772.0,7481.0,30476.0,13247.0,101196.0,43149.0,,,26049.0,9715.0,35431.0,15440.0,50279,2220,43370.0,22490.0,24065,446,1720,288,22345,482,7.1,1.18940546936554,2378064705.46875,267580.161573363,128.0
17,00069162,05035,1587312625,81689126,Crittenden County,Arkansas,42384,3232,31646.0,6695.0,45836.0,2974.0,50622,3720,32553,3858,32010.0,2079.0,,,79500.0,22203.0,,,,,34092.0,4281.0,60386,8263,35806.0,8154.0,19021,351,1782,273,17239,343,9.4,1.42480565928936,2505567252.48047,308759.064173335,129.0
18,00066848,05037,1596255194,15389371,Cross County,Arkansas,44379,3976,39137.0,7826.0,45125.0,10755.0,54496,9926,33942,4738,33575.0,1756.0,,,,,,,,,34821.0,8366.0,51250,4847,29030.0,13709.0,6568,228,845,218,5723,291,12.9,3.28893904643866,2424779116.92188,203599.190560401,130.0
19,00066849,05039,1728358306,1731378,Dallas County,Arkansas,35134,3896,43319.0,13626.0,60029.0,18820.0,38464,6324,25896,1627,32662.0,11371.0,,,,,,,,,,,37250,7319,,,2992,219,145,80,2847,217,4.8,2.65016246913612,2521822371.08203,299825.212660656,131.0
20,00066850,05041,1919735549,185180909,Desha County,Arkansas,31855,4711,,,29970.0,11739.0,38403,9857,30788,3853,24748.0,4010.0,,,,,,,,,,,47302,6477,,,5059,253,299,95,4760,270,5.9,1.85443418856285,3058307165.40234,476192.591918127,132.0
21,00066851,05043,2146225294,18789749,Drew County,Arkansas,42924,6857,,,65867.0,10424.0,54650,17983,25654,4401,28860.0,4649.0,,,,,,,16620.0,1492.0,,,56594,4086,17438.0,8746.0,7207,309,477,170,6730,335,6.6,2.34168648232095,3128130526.72656,234052.628363531,133.0
22,00066852,05045,1676360343,43618226,Faulkner County,Arkansas,54191,3240,26782.0,4246.0,60797.0,4390.0,64784,4569,41165,2969,36327.0,1751.0,66250.0,6013.0,63477.0,16101.0,,,33358.0,2500.0,58863.0,5611.0,57694,2213,33897.0,3111.0,45091,604,4094,450,40997,829,9.1,0.990543468662506,2578399533.5625,269698.548304575,134.0
23,00066853,05047,1577206794,28920052,Franklin County,Arkansas,37561,4612,25000.0,24965.0,54628.0,12930.0,47468,12038,26960,5065,61250.0,507.0,11322.0,189.0,28947.0,718.0,,,,,65417.0,58336.0,38246,5203,45104.0,22190.0,6671,339,637,210,6034,394,9.5,3.1103303277711,2429397907.35547,270565.880396595,135.0
24,00066854,05049,1600705526,6367763,Fulton County,Arkansas,35274,3269,33603.0,7599.0,45652.0,9638.0,54750,15539,27917,4003,,,60889.0,18204.0,,,,,,,21855.0,11064.0,35495,3310,,,5014,281,492,123,4522,281,9.8,2.39069787163352,2484411971.39844,224023.969263021,136.0
25,00066855,05051,1755088398,147363106,Garland County,Arkansas,48150,2999,33825.0,6683.0,47720.0,4840.0,57156,4715,44353,2671,27934.0,3364.0,15807.0,5999.0,61198.0,23028.0,,,47159.0,31751.0,,,51266,2413,45652.0,19778.0,40906,687,3801,484,37105,800,9.3,1.17286399725758,2813010680.78906,241934.55047332,137.0
26,00066856,05053,1636573600,2896901,Grant County,Arkansas,59051,5045,,,80671.0,15043.0,68891,7680,38455,5073,,,,,,,,,,,132727.0,74146.0,59596,6077,95732.0,34006.0,7049,214,541,154,6508,259,7.7,2.17224673392909,2407737842.32422,232809.996810779,138.0
27,00066857,05055,1495304293,5273183,Greene County,Arkansas,50083,3363,34836.0,4382.0,54289.0,4060.0,56969,5207,37674,3742,,,32500.0,18793.0,,,,,,,,,51101,2736,33869.0,22190.0,17587,317,2205,371,15382,457,12.5,2.09737300855792,2304295667.24219,241944.659241875,139.0
28,00066858,05057,1883438547,35737908,Hempstead County,Arkansas,45484,6961,39599.0,12159.0,46250.0,9433.0,54663,9108,32302,6591,32238.0,4027.0,,,,,,,,,82159.0,44506.0,56627,6064,46181.0,27489.0,8100,412,801,202,7299,419,9.9,2.44257539620223,2782273337.69141,306847.007993925,140.0
29,00066859,05059,1592697317,18725599,Hot Spring County,Arkansas,46390,5226,26250.0,3298.0,45135.0,6646.0,52299,5351,43427,7006,36207.0,11377.0,90909.0,35625.0,,,,,,,36143.0,14344.0,49104,3961,37401.0,22048.0,12515,365,911,227,11604,444,7.3,1.80135620441515,2368084268.10938,266750.496164239,141.0
30,00066872,05061,1521168583,21361761,Howard County,Arkansas,38038,4974,19946.0,5561.0,34375.0,7278.0,46311,11081,38024,8891,25880.0,3627.0,,,27128.0,9744.0,,,33691.0,6718.0,45694.0,6290.0,44559,7271,34199.0,8614.0,5271,217,477,120,4794,244,9.0,2.24591741116474,2254702920.52344,300000.766787314,142.0
31,00069163,05063,1978003742,20251226,Independence County,Arkansas,48972,1818,40642.0,9598.0,57094.0,5887.0,48943,2747,37700,7873,,,,,,,,,31403.0,3399.0,41453.0,18791.0,49680,2096,31708.0,2666.0,14325,383,1499,260,12826,449,10.5,1.79331587206253,3039739881.56641,281154.26238262,143.0
32,00066860,05065,1502652313,9576574,Izard County,Arkansas,42818,2769,32188.0,29315.0,48491.0,9258.0,49970,7541,34648,5777,,,,,,,,,,,,,43365,2820,,,4911,276,437,118,4474,286,8.9,2.35015050848482,2320852840.97656,232415.922057878,144.0
33,00066861,05067,1641044497,20284490,Jackson County,Arkansas,37885,3141,35675.0,5052.0,41677.0,7199.0,40260,5297,31128,3143,21436.0,8981.0,,,,,,,,,27981.0,13492.0,43645,4534,,,6241,268,678,185,5563,287,10.9,2.92733006039837,2518296804.07422,297023.659554235,145.0
34,00066862,05069,2259419628,113071689,Jefferson County,Arkansas,40402,2578,22951.0,6149.0,39340.0,4751.0,50455,3620,38377,3192,35464.0,2207.0,,,60571.0,29720.0,,,19619.0,8644.0,32128.0,9858.0,50861,3192,28536.0,19484.0,26630,582,1485,242,25145,607,5.6,0.900540231391636,3482476315.96875,345241.718777233,146.0
35,00066863,05071,1711970418,59529094,Johnson County,Arkansas,39346,2879,26447.0,13412.0,48155.0,4311.0,42668,2986,27917,3109,28911.0,6728.0,,,78482.0,29386.0,,,28015.0,14413.0,36154.0,26933.0,40132,3404,38297.0,8013.0,9792,252,736,169,9056,285,7.5,1.71502452302651,2683323555.46875,256653.835343629,147.0
36,00066864,05073,1371327392,43028603,Lafayette County,Arkansas,33763,3590,26875.0,19656.0,43641.0,11576.0,47754,9486,25726,2745,24271.0,11953.0,,,,,,,,,38125.0,35756.0,44238,9970,,,2898,186,371,104,2527,210,12.8,3.49335349578863,2027391556.29688,287438.270027935,148.0
37,00066865,05075,1521690357,12395693,Lawrence County,Arkansas,40587,3950,31779.0,6768.0,54587.0,3789.0,47931,9385,27281,3398,,,46071.0,28593.0,,,,,,,31767.0,7931.0,41468,3606,35861.0,11214.0,6584,229,823,133,5761,230,12.5,1.97270747851005,2351217355.85547,257828.937634016,149.0
38,00066866,05077,1553493435,57858191,Lee County,Arkansas,27902,7259,2499.0,,,,36645,18764,25404,6217,16787.0,2015.0,,,,,,,,,,,46429,11313,,,3202,211,441,117,2761,231,13.8,3.53946222094064,2394222456.64063,306900.001294907,150.0
39,00066873,05079,1448998822,26693160,Lincoln County,Arkansas,46554,6324,,,60625.0,17482.0,44115,15969,42996,9495,25602.0,14699.0,,,,,,,51518.0,28732.0,48250.0,24920.0,52401,7393,51875.0,6385.0,3598,493,299,154,3299,403,8.3,4.12591510148233,2150359963.13281,243147.16023631,151.0
40,00066874,05081,1375943077,83115227,Little River County,Arkansas,48966,5041,51250.0,45103.0,60282.0,9392.0,48856,10700,42480,7497,20765.0,5253.0,59583.0,52842.0,,,,,,,66850.0,36351.0,57866,5052,61344.0,25015.0,5292,279,351,122,4941,287,6.6,2.27869228622267,2113538002.87109,386649.201927534,152.0
41,00082850,05083,1836602033,53970569,Logan County,Arkansas,44232,2634,43286.0,11364.0,49141.0,2889.0,48722,5560,31238,3463,42000.0,29113.0,,,,,,,63311.0,23878.0,41250.0,25243.0,44281,2456,64392.0,9376.0,8359,304,677,133,7682,349,8.1,1.5635983530635,2838824365.45703,318178.501841236,153.0
42,00069164,05085,1998042333,82719024,Lonoke County,Arkansas,59278,2637,38933.0,7619.0,63255.0,4933.0,71545,5847,36046,1747,29919.0,10094.0,,,57061.0,40627.0,,,35139.0,14571.0,42305.0,12410.0,62857,3050,49408.0,5828.0,27218,400,2188,343,25030,557,8.0,1.25464563463127,3089778459.23828,300501.616144855,154.0
43,00069165,05087,2160639839,7455609,Madison County,Arkansas,41446,4791,29531.0,22976.0,61154.0,18381.0,46261,9844,28821,5708,,,21429.0,6841.0,133958.0,786.0,,,43333.0,20833.0,,,41916,5525,31053.0,26909.0,6045,287,798,194,5247,302,13.2,3.14746927564626,3320420962.06641,266612.937603233,155.0
